text,translation,target
"@gardeninggeeks wow you're my first follower.  I assume that's from my Oprah message. lol.  Anyway, thanks. ","@gardeninggeeks wow, ești primul meu urmăritor. Presupun că asta se datorează mesajului meu Oprah. lol. Oricum, mulțumesc.",4
Is at home. Bleck. ,Sunt acasă. Bleah.,0
gosh i miss junpyo!  gotta hit quiapo for the the BOF dvd! LOL,"Doamne, îmi este dor de junpyo! trebuie să ajung la quiapo pentru DVD-ul BOF! LOL",0
Sending angry vibes to the individual in a blue vehicle who hit my car in the QFC parking lot on Broad and failed to leave a note ,Trimit vibrații de furie persoanei dintr-un vehicul albastru care mi-a lovit mașina în parcarea QFC de pe Broad și nu a lăsat un bilet,0
@youcollme  I  was going to mention that you probably forgot  but the msg was just too long. I'm jealous you dreamt something wonderful ,"@youcollme  Voiam să menționez că probabil ai uitat, dar mesajul era prea lung. Sunt geloasă că ai visat ceva minunat",0
"@RenoJacy Wow, who doesn't love me? Mama doesn't ","@RenoJacy Wow, cine nu mă iubește? Mama nu",0
"@bhaugh Hrm, happy &quot;10,000 days old&quot; day? ","@bhaugh Hrm, zi fericită de ""10.000 de zile""?",4
excited that wristcutters is finally on On Demand ,încântată că Wristcutters este în sfârșit pe cerere,4
"@chickieleighc Lol. Your welcome.   Fifth Element is one of my favorite movies, and well Star Trek.. is Star Trek! ;)","@chickieleighc Lol. Cu plăcere. Al cincilea Element este unul dintre filmele mele preferate, iar Star Trek.. este Star Trek! ;)",4
power Advertisement: how do you guys handle fax?  i want to receive them via email. no hassle. anyone tried MyFax?  http://is.gd/LfD3,Reclamă puternică: cum vă descurcați cu faxul? vreau să le primesc prin email. fără bătaie de cap. a încercat cineva MyFax?  http://is.gd/LfD3,4
"@BrandenHaydon Yes, I really do. ","@BrandenHaydon Da, chiar așa.",4
@tromboneforhire nooope  its long gone. getting an iphone soon,@tromboneforhire nooope  a dispărut de mult. voi lua un iPhone în curând,0
Following P!nk  (L)(L),Urmăresc P!nk (L)(L),4
@common Hey !! XOXO ,@common Hei !! XOXO,4
@cathicks I don't get it. ,@cathicks Nu înțeleg.,0
@astrishabrina susah emang long distance ituu. huhu. aku juga ngerasain ,@astrishabrina E greu cu distanța lungă. huhu. și eu am simțit asta,0
@somanybabes ARE U WORKING TMR?!? shit cathay shutter very heavy ,@somanybabes LU-CRE-ZI MÂINE?!? dracu' cathay obturator foarte greu,0
@radosko He was so sad...tried to hold back tears at one point. ,@radosko Era atât de trist...a încercat să-și stăpânească lacrimile la un moment dat.,0
@beyoncatweets How awesome? Lol... I guess they were good but it could still be better ,"@beyoncatweets Cât de tare? Lol...cred că au fost buni, dar ar putea fi încă mai bine",0
"Morning. I have messy hair, and it's wet. Time to get dressed. Science, History, R.E and Music exam today ","Dimineața. Am părul dezordonat și e ud. Timpul să mă îmbrac. Astăzi examen la Științe, Istorie, Religie și Muzică",4
@CatBickmore Unfortunately Miss Bickmore - me doesnt have iPhone  So couldn't tell thee.. Isn't settings at the tim next to FIND PEOPLE?,"@CatBickmore Din păcate, Doamna Bickmore - eu nu am iPhone  Așa că nu ți-am putut spune.. Nu sunt setările la timpul următor lângă GĂSEȘTE PERSOANELE?",0
i finally succumbed to twitter. ,În sfârșit am cedat la Twitter.,4
@csinger4ever I am lost. Please help me find a good home. ,@csinger4ever Mă simt pierdut. Te rog ajută-mă să găsesc un cămin bun.,0
@Rosental  Porto is incredibly beautiful.,@Rosental Porto este incredibil de frumos.,4
Is watchin her burger n chips being cookd lol  x,Mă uit cum îi sunt gătite burgerul și cartofii prăjiți lol x,4
last tonight show with jay  looking forward to conan ,ultimul show cu jay seara asta aștept cu nerăbdare pe conan,0
is going to be so sad when her friend moves back to Land O'...especially since I can't drive until Aug due to this bum foot ,o să fie atât de trist când prietena mea se va muta înapoi în Land O'...mai ales că nu pot conduce până în august din cauza acestui picior rău,0
Up since 3:00. Going to be a looooong day. ,De la 3:00 treaz. Va fi o zi lungă.,0
I want to see away we go!!! i love you john ,"Vreau să văd ""Away We Go""!!! Te iubesc John",4
Can't access Google in China - BOO     Guess I've gotta us MS's new www.bing.com  meh.,Nu pot accesa Google în China - BOO Trebuie să folosesc noul www.bing.com de la MS meh.,0
"Saw the Hawks' Dustin Byfuglien, Kris Versteeg &amp; Colin Fraser out in the neighborhood on this kick ass Thursday morn. Conference Finals ","Am văzut pe Dustin Byfuglien, Kris Versteeg & Colin Fraser de la Hawks pe stradă în această dimineață de joi super tare. Finalele Conferinței",4
3 words = Weather - Shite - Arrgh!! ,3 cuvinte = Vreme - Proastă - Arrgh!!,0
@DKHOTOPIC @YoBoiNewnue---- OMG ya&quot;ll are so wrong!!!!!!!!!! LOL I would NEVER!!!!!!!  NO Newnue No!!!,@DKHOTOPIC @YoBoiNewnue---- OMG ya&quot;ll are so wrong!!!!!!!!!! LOL I would NEVER!!!!!!!  NO Newnue No!!!,0
@julianzito sharing is caring ,@julianzito partajarea înseamnă să ai grijă,4
@shaundiviney i fucking missed my call! what happens then ,@shaundiviney am ratat apelul! ce se întâmplă apoi,0
"@Juuuuls yeah, we won't that. maybe he won't hug me anymore, if he finds out ","@Juuuuls da, nu vrem asta. poate că nu mă va mai îmbrățișa, dacă află",0
"Did some Summer cleaning of my computer, removed 12.5GB ","Am făcut curățenie de vară la computer, am șters 12.5GB",4
"@pursebuzz Finally someone admits it! Storyline is unique, but once it was over I felt a little gypped with the casual/nonchalant ending. ","@pursebuzz În sfârșit cineva recunoaște! Povestea este unică, dar după ce s-a terminat, m-am simțit puțin dezamăgit de finalul casual/nepăsător.",0
figured out the Internet on my new iPod ,am înțeles cum funcționează Internetul pe noul meu iPod,4
once the concert stories start rollin in I might have to go into hibernation ,"când încep să vină poveștile de la concert, s-ar putea să intru în hibernare",0
I think I start loving FriendFeed  http://ff.im/422Be,Cred că încep să iubesc FriendFeed http://ff.im/422Be,4
"@tommcfly tom,i'm freaking out..please reply me! i miss you ","@tommcfly tom, mă panichez.. te rog răspunde-mi! mi-e dor de tine",0
I am not poorly sick like @loobydo but I am not a happy bunny - I ache ,"Nu sunt bolnavă ca @loobydo, dar nu sunt un iepuraș fericit - mă doare tot corpul",0
Was up to early this morning - Went to the tip and everything ! Feeling tired now. Feel a relaxing trip to the pub coming on ! ,M-am trezit prea devreme azi dimineață - Am mers la groapă și totul! Acum mă simt obosită. Simt că se apropie o plimbare relaxantă la pub!,4
Its unatural to play a game thatlong. Goodnight. Im really worried about channy ,Este nesănătos să joci un joc atât de mult timp. Noapte bună. Sunt foarte îngrijorată pentru channy,0
"Now I'm going to cook something to my family. I really love cooking and baking. They calm me down, and after cooking or baking I'm happy. ","Acum o să gătesc ceva pentru familia mea. Îmi place foarte mult să gătesc și să coac. Mă liniștesc, și după ce gătesc sau coac, sunt fericită.",4
Bigger! Bag broke jumping onto tube which then trapped my foot! Almost lost my flip flop ,Mai mare! Geanta s-a rupt când am sărit în metrou și apoi mi-a prins piciorul! Aproape că mi-am pierdut sandală,0
@saturnboy good job!  So pretty ,@saturnboy bine făcut! Atât de frumos,4
"@martinb9999 need to get an intel based mac 1st   but this impacts on dual core vs quad choice, latter probably better for virtualization","@martinb9999 trebuie să obțin un Mac pe baza de intel mai întâi, dar asta afectează alegerea între dual core și quad, probabil ultimul este mai bun pentru virtualizare",4
@itsmeleighton hey leighton! how are you? i really like your songs!  you're such a great actress  take care!,"@itsmeleighton hei leighton! cum ești? îmi plac foarte mult melodiile tale! ești o actriță minunată, ai grijă!",4
@TaviGreiner ugh what a pain. It has happened to me many times. ,@TaviGreiner ugh ce chin. Mi s-a întâmplat de multe ori.,0
time to enjoy what's left of the weekend after a day in work...homemade pizza for tea &amp; cannot wait for a lie in tomorrow ,timpul să ne bucurăm de ce a mai rămas din weekend după o zi de muncă...pizza făcută în casă pentru cină și abia aștept să dorm mai mult mâine,4
Its 6.36pm in the lovely Albany. What time is it over there guys? Love to here from you! ,"Sunt 6.36pm în frumoasa Albany. Cât este acolo, băieți? Aștept cu drag vești de la voi!",4
@hillsongunited can't wait to worship with you guys tonight. it'll be so much fun ,@hillsongunited abia aștept să-L închinăm împreună cu voi diseară. Va fi atât de distractiv,4
@ankurjain84 i like to remember it as M goes with M ie Mallory Weiss is the Mucosal tear. Then the other one's the other one. ,@ankurjain84 îmi place să îl remarc ca M merge cu M adică Mallory Weiss este ruptura mucoasei. Apoi celălalt este celălalt.,4
My brother must hate me. He didn't answer his phone  and he didn't call me back. Either that or he's sleeping or at work. ;),"Fratele meu trebuie să mă urască. Nu și-a răspuns la telefon și nu m-a sunat înapoi. Ori asta, ori doarme sau este la muncă. ;)",0
leavin the r-side soon... i'm actually gunna miss it ,plecând de pe r-side în curând... o să-mi fie chiar dor,0
@Gailporter morning..good for you.. good news on the smile front  ,@Gailporter bună dimineața.. bine pentru tine.. vești bune în ceea ce privește zâmbetul,4
@zaxonate47  kaathaala romba bore adichathu.. athan   hws t hot hot weekend,@zaxonate47 kaathaala romba plictisitor.. atunci cum a fost weekendul fierbinte fierbinte,4
@pretas I'm real good.  How's the biz?,@pretas sunt foarte bine. Cum merge afacerea?,4
yay twitter is back  i'm glad i was only awake for 4 minutes of this maintenance crap.,yay twitter s-a întors mă bucur că am fost treaz doar 4 minute din această mizerie de întreținere.,4
Belgium's still the same ,Belgia e încă la fel,4
@josche LuckyLucky boy. My bf and I broke up...the distance was too much. So happy for you.  Rock that boys world. ,@josche LuckyLucky boy. Prietenul meu și cu mine am rupt... distanța era prea mare. Așa de fericit pentru tine. Fă-l pe acel băiat fericit.,4
"@scottrmcgrew I know sleep is so over rated! who needs it, right! ","@scottrmcgrew știu că somnul este supraevaluat! cine are nevoie de el, nu-i așa!",4
Taking my sister to the airport ,Îmi duc sora la aeroport,0
This is the awkwardest thing ever...he is weird bekki  and needs a shower haha,Asta este cea mai ciudată situație... el este ciudat bekki și are nevoie de o dușcă haha,0
Sore as helllll... :/ Mothers day though. I'm not a mother... No presents. ,Durerea e groaznică... :/ Ziua mamei totuși. Nu sunt mamă... Fără cadouri.,0
Hey @my4brats!  Long time no talk girl! ,"Salut @my4brats! De mult timp nu am mai vorbit, fată!",4
@VincentWright Yeah. It's not an easy time out there now. Thankfully there are good ppl like @pinkslipped and @pinkGIFT to help! ,"@VincentWright Da. Nu este un moment ușor acum. Din fericire, există oameni buni ca @pinkslipped și @pinkGIFT care să ajute!",4
Looks like I won't be getting operated b4 my album release   Gonna surprise my pops at work and have lunch with him! Happy late Dad's day!,Se pare că nu voi fi operat înainte de lansarea albumului meu Voi surprinde tatăl meu la muncă și voi lua prânzul cu el! Ziua tatălui fericit târziu!,0
I need dinner but I'm still waiting for a fax from work.  Also I have no food. Attn! Need partner who cooks. I am inept. lol,"Am nevoie de cină dar încă aștept un fax de la muncă. De asemenea, nu am mâncare. Atentie! Caut partener care să gătească. Sunt nepriceput. lol",0
@JosephLane sorry to read about your grandmother's passing. ,@JosephLane îmi pare rău să aflu despre trecerea bunicii tale.,0
@DebbyBruck beautiful! when children smile the world smiles ,"@DebbyBruck frumos! când copiii zâmbesc, lumea zâmbește",4
good morning..i woke up to my boo leavin me  wat im i goin to do for like 4 days??? im miss you already,Bună dimineața..m-am trezit și am văzut că iubitul meu mă părăsește. Ce voi face timp de aproximativ 4 zile??? Îmi e dor de tine deja,0
Everybody check out @ItsTyraB's song &quot;You givin' me a rush&quot; its amazing  &amp; its a version of @PaulaAbdul's &quot;Rush Rush&quot; http://bit.ly/3bVs7,"Toată lumea ar trebui să asculte piesa lui @ItsTyraB ""You givin' me a rush"", este uimitoare și este o versiune a piesei ""Rush Rush"" a lui @PaulaAbdul http://bit.ly/3bVs7",4
is taking ESV study bible to church dispite chiropractors recomendations not to  it's big,"Iau Biblia de studiu ESV la biserică, în ciuda recomandărilor chiropracticianului de a nu o face, este mare",4
I look forward to joining the revolution ,Aștept cu nerăbdare să mă alătur revoluției,4
@Akelaa You're welcome! Google Wave Rocks! Can't wait to use it ,@Akelaa Cu plăcere! Google Wave e super! Abia aștept să-l folosesc,4
My poor doggie just had surgery and he is in alot of pain  but we saved his life.,"Câinele meu sărac tocmai a avut o intervenție chirurgicală și suferă foarte mult, dar i-am salvat viața.",0
@hardik that's one of the downsides of my job. no stock dealing shealing allowed!!! ,@hardik acesta este unul dintre dezavantajele locului meu de muncă. nicio tranzacționare a acțiunilor nu este permisă!!!,0
@nemoniknemonik About time! ,@nemoniknemonik Era și timpul!,4
Also doesn't help that it is an absolutely gorgeous Boston day (mid 70s) AND @stacey_a_allen invited me to her sister's grad party. ,Și nu ajută deloc că este o zi absolut superbă în Boston (aproape 70 de grade) ȘI @stacey_a_allen m-a invitat la petrecerea de absolvire a surorii ei.,0
@CicelyElizabeth ok goodnight ,"@CicelyElizabeth ok, noapte bună",4
@blueredhead09 have fun!! You'll have to tell me all about it! ,@blueredhead09 distrează-te!! Va trebui să-mi povestești totul despre asta!,4
"going to sainsburys n then cutteslowe after ,by the way this message is sent through txt not web  x","merg la Sainsbury's și apoi la Cutteslowe, apropo acest mesaj este trimis prin SMS nu pe web x",4
is really taking life hard right now. ,trec printr-o perioadă dificilă acum.,0
http://fotolog.com/iheartmarion please?  about marion cotillard â¥,http://fotolog.com/iheartmarion te rog? despre Marion Cotillard ♥,4
@mikegentile hey stud. go figure you come to the land of whores when i am gone in the bahamas ,@mikegentile hey frumușel. ghici cine vine în țara curvelor când eu sunt în Bahamas,0
@noopman Remote? I prefer to be on site.  There's no substitute for working with people in person,@noopman De la distanță? Prefer să fiu prezent. Nu există niciun substitut pentru a lucra cu oamenii față în față,4
"@jamiefarhat so I'm leaving soon to go to a park with my mum, but when I return we must watch LOST, oh and I'm on episode 11 of BTVS ","@jamiefarhat așa că plec curând să merg cu mama într-un parc, dar când mă întorc trebuie să ne uităm la LOST, oh și sunt la episodul 11 din BTVS",4
Only 1 hour 50 minutes left of work  Better get back to it then ,Doar 1 oră și 50 de minute până la sfârșitul programului. Mai bine mă întorc la treabă,0
@janelle30 Or &quot;there&quot; - whatever.  It's bloody early! But insomnia = fresh blueberry muffins for breakfast. Mmm!,"@janelle30 Sau ""acolo"" - oricum. E foarte devreme! Dar insomniile înseamnă chifle cu afine proaspete la micul dejun. Mmm!",4
Home from the AWESOME Eddie Vedder show.  Wish I was going tomorrow night too ,Acasă de la concertul FANTASTIC al lui Eddie Vedder. Aș fi vrut să merg și mâine seară,0
My throat is still soreeeee  I can't wait until this is overrrrr,"Gâtul meu încă mă doareeee, abia aștept să treacă toate astea",0
"Bah! Exciting stuff from Kimi, wish he wasn't full of fuel though  #f1","Bah! Lucruri interesante de la Kimi, aș fi vrut să nu fie plin de combustibil totuși #f1",0
Hey the @JonasBrothers are doing a live web chat on May 7th! I'm inviting you! http://bit.ly/14etEe #jonaslive ,"Hey, @JonasBrothers fac un chat live pe web pe 7 mai! Te invit! http://bit.ly/14etEe #jonaslive",4
@ddlovato sana claus s tru you are so very pretty ,@ddlovato sana claus s adevărat ești foarte frumoasă,4
boored and still doesnt get whats TWITTER:someone plss explain to me ,"Plictisită și încă nu înțeleg ce este TWITTER: cineva să-mi explice, vă rog",4
getting ready for work...I'm tired of smelling like fries and looking like I had a fight with a milkshake!! (No not McDonald's hun)  ,"Mă pregătesc pentru muncă... Sunt obosită să miroas ca și cum aș fi făcut cartofi prăjiți și să arăt ca și cum aș fi avut o luptă cu un milkshake!! (Nu, nu de la McDonald's dragă)",0
@skiNZ_Official woohooooooooooo!! is stalking ya! ,@skiNZ_Official woohooooooooooo!! te urmăresc!,4
Smiley button badges (RM2.50 for 10pcs) and memo pad (RM2 each). Keep on smiling ,Insigne cu buton zâmbitor (RM2.50 pentru 10 bucăți) și bloc de notițe (RM2 fiecare). Continuă să zâmbești,4
"@ work early, emptied the dishwasher, cleaned the kitchen, and made coffee....and its only 10 after 8. ","@ muncă devreme, am golit mașina de spălat vase, am curățat bucătăria și am făcut cafea... și e doar 10 după 8.",4
@mefries Hours lost in the parks   I am so sorry!,@mefries Ore pierdute în parcuri Îmi pare atât de rău!,0
Ok so everytime i read twitter i so want to be a superstar ,"Ok, de fiecare dată când citesc Twitter, îmi doresc să fiu o superstar",0
I want to go back to sleep. It would be nice to have someone to bury myself into.  I hope I will have that again soon...,Vreau să mă întorc la somn. Ar fi frumos să am pe cineva în care să mă ascund. Sper că voi avea asta din nou curând...,0
A great hard training weekend is over.  a couple days of rest and lets do it again!  Lots of computer time to put in now ,Un weekend de antrenament intens a luat sfârșit. Câteva zile de odihnă și să o luăm de la capăt! Mult timp petrecut la calculator acum,0
"@ktcronier hahaha thanks, Katie! ","@ktcronier hahaha mulțumesc, Katie!",4
Kelly Clarkson is actually very smart and funny! such a relief  #fb (watching good news week),Kelly Clarkson este de fapt foarte deșteaptă și amuzantă! Ce ușurare #fb (mă uit la good news week),4
A squirrel says to a tree: &quot;I did not store any acorns for the winter so I am dead&quot;. It is funny because the squirrel is dead.  LoL,"Un veveriță îi spune unui copac: ""Nu am stocat niciun ghindă pentru iarnă, așa că sunt mort"". Este amuzant pentru că veverița este moartă. LoL",4
Still not feelin' this Tweeting thing ,Încă nu mă simt în apele mele cu acest Tweeting,0
@thegoodemaria as part of your goode job shot you should come hang out here and talk wine.    Thanks for the love.,@thegoodemaria ca parte a muncii tale bune ar trebui să vii aici să stai de vorbă și să bem vin. Mulțumesc pentru dragoste.,4
"@ad_infinitum Why yes, I can. The Ultimate Vegan Guide by Eric Marcus: http://bit.ly/rQp7n You can always ask me anything, you know. ","@ad_infinitum Da, pot. Ghidul vegan ultim de Eric Marcus: http://bit.ly/rQp7n Poți să mă întrebi orice, știi.",4
We have $89 in extra GGUI donations and I've been thinking that should go towards IPB. $170 total needed! Can anyone still donate? ,Avem 89 $ în donații suplimentare GGUI și m-am gândit că ar trebui să meargă către IPB. 170 $ total necesari! Poate cineva să mai doneze?,4
"Watching a progress bar go across the screen. Very, very dull and tedious. ","Uitându-mă la o bară de progres care se mișcă pe ecran. Foarte, foarte plictisitor și anevoios.",0
Filling up the paddling pool for the kids. ,Umplând piscina gonflabilă pentru copii.,4
is reading through all her AS French stuff just to re jog the old brain ,citește toate materialele sale de franceză AS doar pentru a-și reactiva memoria veche,4
"@lienaun you must be louis Vuitton, not reebok-in... while you drink that fresca ","@lienaun trebuie să fii louis Vuitton, nu reebok, în timp ce bei acea frescă",4
3 short ,3 scurt,0
"In school on my phone again, just got a top up, so warm! Too tired ","La școală iar pe telefon, tocmai am reîncărcat, e atât de cald! Prea obosit",0
FRESH ! ,FRESH!,4
Shit! I lost my HK debit card ,Dracu'! Mi-am pierdut cardul de debit HK,0
@DaisyKary I won't be in up north until 15 th. ,@DaisyKary nu voi fi în nord până pe 15.,0
"@YourTheCutest nope, thats what i didnt get to have tonight ","@YourTheCutest nu, asta e ceea ce nu am reușit să am în seara asta",0
"Oh noes. I just found out why Cons Skate shoes are so hard to find. Financial issues, and bought out by Nike. ","Oh, nu. Am aflat de ce este atât de greu să găsești pantofi de skate Cons. Probleme financiare și cumpărați de Nike.",0
@anniegxxx can't think of him that way any more  or at least I try not to LOL,"@anniegxxx nu pot să-l mai văd în acel fel, sau cel puțin încerc să nu LOL",0
I really want to see Boys Like Girls tonight! ,Îmi doresc foarte mult să îi văd pe Boys Like Girls în seara asta!,0
@nanashambles the truth is aku ga tau caranya add contact ,@nanashambles adevărul este că nu știu cum să adaug un contact,0
@royalshortness submit ,@royalshortness trimite,4
"my ambience was great this morning, it is full throttle. reading news isn't the usual routine for me. but ok its free ","ambiția mea a fost mare în această dimineață, este la capacitate maximă. citirea știrilor nu este rutina obișnuită pentru mine. dar e ok, e gratuit",4
3 things I need rite now *food **car ***my negra  lol  http://myloc.me/3V2n,3 lucruri de care am nevoie acum *mâncare **mașină ***negresa mea lol,4
"@mitchelmusso HEY LOW, Mitchel. awesome music  WOOT.","@mitchelmusso HEY LOW, Mitchel. muzică minunată WOOT.",4
"It was verry nice yesterday, she is still here, she is going around 5 PM, I will miss her ","A fost foarte frumos ieri, ea este încă aici, va pleca în jur de 5 PM, o voi simți lipsa",0
"@waddling yup am now, complications were had so am home mending now, good to be out of hospital, missing the endless cups of tea tho ","@waddling da, sunt acasă acum, au fost complicații așa că acum mă vindec acasă, e bine să fiu în afara spitalului, îmi lipsesc ceștile nesfârșite de ceai totuși",4
@nikkifirth aren't the 1st morning tweets the most excitables ,@nikkifirth nu sunt cele mai excitante tweet-uri de dimineață,4
Accompany Zakir to do his passport today 4 cousin wedding on Saturday. Need to eat more.I'm getting thinner again.. 'lol' Stresshead... ,Însoțește-l pe Zakir să-și facă pașaportul astăzi pentru nunta verișoarei de sâmbătă. Trebuie să mănânc mai mult. Din nou încep să slăbesc... 'lol' Stresat...,4
I had so much fun with Dyson at the races tonight!!.. I'm excited excited about girls night in St.Loius! ,M-am distrat foarte mult cu Dyson la curse în seara asta!!.. Sunt foarte entuziasmată pentru seara cu fetele în St. Louis!,4
i want someone to cuddle with right now. ,Vreau pe cineva cu care să mă îmbrățișez acum.,0
@humhow http://twitpic.com/7dect - HA!Found it! and you! Not a very cute pic of me though.   Looks like I am wiping your nose! LOL. Ha ...,@humhow http://twitpic.com/7dect - HA! Am găsit-o! Și pe tine! Nu e o poză prea drăguță cu mine totuși. Se pare că îți șterg nasul! LOL. Ha ...,0
@Rohan_01 You know..it's really sad that u know that ur classmate don't care about you..        sad memories T.T,@Rohan_01 Știi.. este foarte trist că știi că colegul tău de clasă nu îți pasă de tine.. amintiri triste T.T,0
I'm 18 almost 19 (May 30th)and have only had sex with 2 girls.... And plus it would make a sweet b-day present ,Am 18 aproape 19 (30 mai) și am avut relații sexuale doar cu 2 fete.... Și ar fi un cadou de ziua de naștere minunat,4
I think this brilliant performance summarizes my thoughts quite well http://bit.ly/3YTXw  (thanks @lifo ,Cred că această performanță strălucitoare rezumă destul de bine gândurile mele http://bit.ly/3YTXw (mulțumesc @lifo,4
@mwahmwah_teh Oh that's awful  I hate when you trust someone and they hurt you so much!! Grr!,"@mwahmwah_teh Oh, este groaznic  Urăsc când îți încrezi în cineva și te rănesc atât de mult!! Grr!",0
"@bkzzang woh, nothing judgmental here. just a pure guess retrieved from 140. ","@bkzzang woh, nimic de judecat aici. doar o presupunere pură obținută din 140.",4
well done http://www.nationalrail.co.uk/ doing an excellent job yet again ,foarte bine http://www.nationalrail.co.uk/ faci din nou o treabă excelentă,0
playing some killer basketball with some friends! ,joc un baschet de senzație cu niște prieteni!,4
Twitpic on twitterberry's not working. Says file type not supported. ,Twitpic pe twitterberry nu funcționează. Spune că tipul de fișier nu este acceptat.,0
just woke upp .... wanna go back to sleeep ,tocmai m-am trezit .... vreau să mă întorc la somn,0
Is lookin 4ward to a long weekend  really dont want to go to work 2day tho =[ x,"Aștept cu nerăbdare un weekend lung, chiar nu vreau să merg la muncă azi =[ x",4
@_Dannii_ OMG GUESS WHAT I'M DRAWING!!! hi ,@_Dannii_ OMG GUESS WHAT I'M DRAWING!!! hi,4
@AndrewKungPhoto  nopers... dreadful I know.,@AndrewKungPhoto  nopers... groaznic știu.,0
grounded ,pedepsit,0
going to the mall to look for a dress. then alexis's sweet 16 party later ! no cell.  ,merg la mall să caut o rochie. apoi petrecerea de 16 ani a lui Alexis mai târziu! fără telefon.,0
"@MissDangerMouse Hell yes!  Where have you BEEN, man?  You're never on AIM anymore. ","@MissDangerMouse Da, sigur! Unde ai fost, omule? Nu mai ești niciodată pe AIM.",0
@Dog_Crazy we know that  but some 2legs are not so smart ),"@Dog_Crazy știm asta, dar unii 2legs nu sunt atât de deștepți",4
Put new strings on my Les Paul  Exam block is best auz. So happy to chill and do nothing but play guitar (L),Am pus corzi noi pe chitara mea Les Paul. Examenul bloc este cel mai bun auz. Atât de fericit să stau și să nu fac nimic decât să cânt la chitară (L),4
@BeckyFearns hahaha :') okay.. i hopeee you loooose  oh and i pre orderd new jb album  and burnin up book and rolling stone posterr  x,"@BeckyFearns hahaha :') okay.. sper că pierzi, oh și am precomandat noul album jb și cartea burnin up și un poster rolling stone x",4
Just got sent home from school for being to far ahead despite missing 3 weeks of school. Woot. ,"Abia am fost trimis acasă de la școală pentru că am fost prea avansat, în ciuda faptului că am lipsit 3 săptămâni de la școală. Woot.",4
@AutumnAmes sounds great ,@AutumnAmes sună bine,4
http://pic.gd/7149fe great dinner tonight ... Mozambican prawns    ,http://pic.gd/7149fe cină excelentă în seara asta... creveți mozambicani,4
My nose got sunburned &amp; now its peeling. Ewww ,Mi-a ars nasul de soare și acum se cojește. Ewww,0
"chelsea best show everton whats good, im dreading the barbers if they don't ","chelsea cel mai bun arată everton ce e bun, mă tem de frizer dacă nu",0
@SingmySorrow i have for itunes.. i can burn you the itunes copy if you want ,@SingmySorrow am pentru itunes.. pot să-ți fac o copie itunes dacă vrei,4
"At home, and bored as hell. The Lakers 2-2 ",Acasă și plictisit de moarte. Lakers 2-2,0
@jasondilts That's awesome.  ,@jasondilts Asta e minunat.,4
Sleeping... Finally ,Dormind... În sfârșit,4
@morrissey2637  Ah right!!! i dont even know whats going on there!! i sooo need to read the news ,"@morrissey2637 Ah, bine!!! nici măcar nu știu ce se întâmplă acolo!! trebuie să citesc știrile",0
right after being distracted by @loadingreadyrun 's wiki ive decided to start getting on with some of @weirdo_films video stuff ,imediat după ce am fost distras de wiki-ul lui @loadingreadyrun am decis să încep să lucrez la unele dintre videoclipurile lui @weirdo_films,4
"looking forward to stephen porter and sasha in lush this evening, getting oiled up as i type ","aștept cu nerăbdare să-l văd pe stephen porter și sasha la lush în seara asta, mă ung pe măsură ce scriu",4
"@Wossy yeah, and flock of seagulls haircuts ","@Wossy da, și coafuri de tipul părului unui stol de pescăruși",4
Off to school on a Saturday! Oh God! Starbucks stop! ,"La școală într-o sâmbătă! O, Doamne! Oprire la Starbucks!",4
"@WilliamSledd YAY! WILLIAM! i saw your video and i'm sorry about what happened, i hope it gets better soon ","@WilliamSledd YAY! WILLIAM! am văzut videoclipul tău și îmi pare rău pentru ce s-a întâmplat, sper să se îmbunătățească curând",4
@I_am_Heather Awesome  Well have fun in NZ!,@I_am_Heather Minunat. Distrează-te în Noua Zeelandă!,4
@likeSunday  One needs to go further up the road. It's only a bit farther than where you're at ,@likeSunday Trebuie să mergi puțin mai departe pe drum. Este doar un pic mai departe decât unde ești acum,4
@missannajane ooohh but a GOOD &quot;D&quot; and well worth it!!! Whoever came up with that one is a genius ,"@missannajane ooohh dar un ""D"" BUN și merită!!! Cine a venit cu asta este un geniu",4
"RIP Gillybob and Frieda, you guys were good companions. No other fish would've understood me as well as you guys have. ","RIP Gillybob și Frieda, voi ați fost niște tovarăși buni. Niciun alt pește nu m-ar fi înțeles la fel de bine ca voi.",0
"@Banksyart2 I started off just messaging new peeps that appeared on old account, but then thought may as well work my way back... ","@Banksyart2 Am început doar să trimit mesaje noilor oameni care apăreau pe contul vechi, dar apoi m-am gândit că ar fi bine să lucrez și în sens invers...",4
@sampan22 Oh no!! best stick to flipflops tomo  I will LOVE the dvds guarenteed. Me and Gabs have scheduled next sat night in for a festx,@sampan22 Oh nu!! mai bine să rămâi la șlapi mâine  O să IUBESC DVD-urile garantat. Eu și Gabs ne-am programat sâmbătă viitoare pentru o petrecere,4
@MoocherGirl Hi - survey seems working now ,@MoocherGirl Salut - se pare că sondajul funcționează acum,4
"WOW! Free falling 120 miles per hour in the air from 12,500 feet altitude...  http://snipr.com/je9tb",WOW! Cădere liberă cu 120 mile pe oră în aer de la altitudinea de 12.500 de picioare... http://snipr.com/je9tb,4
Had so much fun last night. It is a night to remember.  So tired now though. ,M-am distrat atât de mult aseară. Este o noapte de neuitat. Acum sunt atât de obosită.,0
"@jordanknight either way, it'll be exciting for them. ","@jordanknight oricum, va fi palpitant pentru ei.",4
